stem,query_id,regime,specificity,polarity,correct_in_n_runs,decision_unanimous,matched_set_identical,sets
NS-LAT-SLAV-33-108,NS-LAT-SLAV-33-108,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-109,NS-LAT-SLAV-33-109,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-110,NS-LAT-SLAV-33-110,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-111,NS-LAT-SLAV-33-111,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-112,NS-LAT-SLAV-33-112,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-113,NS-LAT-SLAV-33-113,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-114,NS-LAT-SLAV-33-114,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-115,NS-LAT-SLAV-33-115,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-116,NS-LAT-SLAV-33-116,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-117,NS-LAT-SLAV-33-117,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-118,NS-LAT-SLAV-33-118,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-119,NS-LAT-SLAV-33-119,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-120,NS-LAT-SLAV-33-120,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-121,NS-LAT-SLAV-33-121,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-122,NS-LAT-SLAV-33-122,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-123,NS-LAT-SLAV-33-123,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-124,NS-LAT-SLAV-33-124,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-125,NS-LAT-SLAV-33-125,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-126,NS-LAT-SLAV-33-126,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-127,NS-LAT-SLAV-33-127,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-128,NS-LAT-SLAV-33-128,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-129,NS-LAT-SLAV-33-129,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-130,NS-LAT-SLAV-33-130,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-131,NS-LAT-SLAV-33-131,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-132,NS-LAT-SLAV-33-132,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-133,NS-LAT-SLAV-33-133,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-134,NS-LAT-SLAV-33-134,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-135,NS-LAT-SLAV-33-135,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-136,NS-LAT-SLAV-33-136,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-137,NS-LAT-SLAV-33-137,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-138,NS-LAT-SLAV-33-138,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-139,NS-LAT-SLAV-33-139,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-140,NS-LAT-SLAV-33-140,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-141,NS-LAT-SLAV-33-141,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-142,NS-LAT-SLAV-33-142,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-143,NS-LAT-SLAV-33-143,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-144,NS-LAT-SLAV-33-144,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-145,NS-LAT-SLAV-33-145,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-146,NS-LAT-SLAV-33-146,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-147,NS-LAT-SLAV-33-147,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-148,NS-LAT-SLAV-33-148,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-149,NS-LAT-SLAV-33-149,ns,3-3,negative,3,True,True,- | - | -
NS-LAT-SLAV-33-150,NS-LAT-SLAV-33-150,ns,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-001,NSS-LAT-SLAV-32-001,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-002,NSS-LAT-SLAV-32-002,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-003,NSS-LAT-SLAV-32-003,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-004,NSS-LAT-SLAV-32-004,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-005,NSS-LAT-SLAV-32-005,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-006,NSS-LAT-SLAV-32-006,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-007,NSS-LAT-SLAV-32-007,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-008,NSS-LAT-SLAV-32-008,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-009,NSS-LAT-SLAV-32-009,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-010,NSS-LAT-SLAV-32-010,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-011,NSS-LAT-SLAV-32-011,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-012,NSS-LAT-SLAV-32-012,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-013,NSS-LAT-SLAV-32-013,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-014,NSS-LAT-SLAV-32-014,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-016,NSS-LAT-SLAV-32-016,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-017,NSS-LAT-SLAV-32-017,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-018,NSS-LAT-SLAV-32-018,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-019,NSS-LAT-SLAV-32-019,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-020,NSS-LAT-SLAV-32-020,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-021,NSS-LAT-SLAV-32-021,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-022,NSS-LAT-SLAV-32-022,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-023,NSS-LAT-SLAV-32-023,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-024,NSS-LAT-SLAV-32-024,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-025,NSS-LAT-SLAV-32-025,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-026,NSS-LAT-SLAV-32-026,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-027,NSS-LAT-SLAV-32-027,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-028,NSS-LAT-SLAV-32-028,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-029,NSS-LAT-SLAV-32-029,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-030,NSS-LAT-SLAV-32-030,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-031,NSS-LAT-SLAV-32-031,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-033,NSS-LAT-SLAV-32-033,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-034,NSS-LAT-SLAV-32-034,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-035,NSS-LAT-SLAV-32-035,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-036,NSS-LAT-SLAV-32-036,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-037,NSS-LAT-SLAV-32-037,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-038,NSS-LAT-SLAV-32-038,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-039,NSS-LAT-SLAV-32-039,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-040,NSS-LAT-SLAV-32-040,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-041,NSS-LAT-SLAV-32-041,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-042,NSS-LAT-SLAV-32-042,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-043,NSS-LAT-SLAV-32-043,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-044,NSS-LAT-SLAV-32-044,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-045,NSS-LAT-SLAV-32-045,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-046,NSS-LAT-SLAV-32-046,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-047,NSS-LAT-SLAV-32-047,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-048,NSS-LAT-SLAV-32-048,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-049,NSS-LAT-SLAV-32-049,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-050,NSS-LAT-SLAV-32-050,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-051,NSS-LAT-SLAV-32-051,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-052,NSS-LAT-SLAV-32-052,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-053,NSS-LAT-SLAV-32-053,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-054,NSS-LAT-SLAV-32-054,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-055,NSS-LAT-SLAV-32-055,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-056,NSS-LAT-SLAV-32-056,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-057,NSS-LAT-SLAV-32-057,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-058,NSS-LAT-SLAV-32-058,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-059,NSS-LAT-SLAV-32-059,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-060,NSS-LAT-SLAV-32-060,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-061,NSS-LAT-SLAV-32-061,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-063,NSS-LAT-SLAV-32-063,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-064,NSS-LAT-SLAV-32-064,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-065,NSS-LAT-SLAV-32-065,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-066,NSS-LAT-SLAV-32-066,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-067,NSS-LAT-SLAV-32-067,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-068,NSS-LAT-SLAV-32-068,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-069,NSS-LAT-SLAV-32-069,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-070,NSS-LAT-SLAV-32-070,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-071,NSS-LAT-SLAV-32-071,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-072,NSS-LAT-SLAV-32-072,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-073,NSS-LAT-SLAV-32-073,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-074,NSS-LAT-SLAV-32-074,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-075,NSS-LAT-SLAV-32-075,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-076,NSS-LAT-SLAV-32-076,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-077,NSS-LAT-SLAV-32-077,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-078,NSS-LAT-SLAV-32-078,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-079,NSS-LAT-SLAV-32-079,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-080,NSS-LAT-SLAV-32-080,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-081,NSS-LAT-SLAV-32-081,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-082,NSS-LAT-SLAV-32-082,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-083,NSS-LAT-SLAV-32-083,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-084,NSS-LAT-SLAV-32-084,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-085,NSS-LAT-SLAV-32-085,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-086,NSS-LAT-SLAV-32-086,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-087,NSS-LAT-SLAV-32-087,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-088,NSS-LAT-SLAV-32-088,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-089,NSS-LAT-SLAV-32-089,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-090,NSS-LAT-SLAV-32-090,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-091,NSS-LAT-SLAV-32-091,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-092,NSS-LAT-SLAV-32-092,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-093,NSS-LAT-SLAV-32-093,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-094,NSS-LAT-SLAV-32-094,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-095,NSS-LAT-SLAV-32-095,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-096,NSS-LAT-SLAV-32-096,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-097,NSS-LAT-SLAV-32-097,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-098,NSS-LAT-SLAV-32-098,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-099,NSS-LAT-SLAV-32-099,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-100,NSS-LAT-SLAV-32-100,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-101,NSS-LAT-SLAV-32-101,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-102,NSS-LAT-SLAV-32-102,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-103,NSS-LAT-SLAV-32-103,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-104,NSS-LAT-SLAV-32-104,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-105,NSS-LAT-SLAV-32-105,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-106,NSS-LAT-SLAV-32-106,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-107,NSS-LAT-SLAV-32-107,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-108,NSS-LAT-SLAV-32-108,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-109,NSS-LAT-SLAV-32-109,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-110,NSS-LAT-SLAV-32-110,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-111,NSS-LAT-SLAV-32-111,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-113,NSS-LAT-SLAV-32-113,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-114,NSS-LAT-SLAV-32-114,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-115,NSS-LAT-SLAV-32-115,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-116,NSS-LAT-SLAV-32-116,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-117,NSS-LAT-SLAV-32-117,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-118,NSS-LAT-SLAV-32-118,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-119,NSS-LAT-SLAV-32-119,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-120,NSS-LAT-SLAV-32-120,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-121,NSS-LAT-SLAV-32-121,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-122,NSS-LAT-SLAV-32-122,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-123,NSS-LAT-SLAV-32-123,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-124,NSS-LAT-SLAV-32-124,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-125,NSS-LAT-SLAV-32-125,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-126,NSS-LAT-SLAV-32-126,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-127,NSS-LAT-SLAV-32-127,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-128,NSS-LAT-SLAV-32-128,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-129,NSS-LAT-SLAV-32-129,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-130,NSS-LAT-SLAV-32-130,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-131,NSS-LAT-SLAV-32-131,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-132,NSS-LAT-SLAV-32-132,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-133,NSS-LAT-SLAV-32-133,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-134,NSS-LAT-SLAV-32-134,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-135,NSS-LAT-SLAV-32-135,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-136,NSS-LAT-SLAV-32-136,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-137,NSS-LAT-SLAV-32-137,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-138,NSS-LAT-SLAV-32-138,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-139,NSS-LAT-SLAV-32-139,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-140,NSS-LAT-SLAV-32-140,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-141,NSS-LAT-SLAV-32-141,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-142,NSS-LAT-SLAV-32-142,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-143,NSS-LAT-SLAV-32-143,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-144,NSS-LAT-SLAV-32-144,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-145,NSS-LAT-SLAV-32-145,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-146,NSS-LAT-SLAV-32-146,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-147,NSS-LAT-SLAV-32-147,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-148,NSS-LAT-SLAV-32-148,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-149,NSS-LAT-SLAV-32-149,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-32-150,NSS-LAT-SLAV-32-150,ns_similar_part,3-2,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-001,NSS-LAT-SLAV-33-001,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-002,NSS-LAT-SLAV-33-002,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-003,NSS-LAT-SLAV-33-003,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-004,NSS-LAT-SLAV-33-004,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-005,NSS-LAT-SLAV-33-005,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-006,NSS-LAT-SLAV-33-006,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-007,NSS-LAT-SLAV-33-007,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-008,NSS-LAT-SLAV-33-008,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-009,NSS-LAT-SLAV-33-009,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-010,NSS-LAT-SLAV-33-010,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-011,NSS-LAT-SLAV-33-011,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-012,NSS-LAT-SLAV-33-012,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-013,NSS-LAT-SLAV-33-013,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-014,NSS-LAT-SLAV-33-014,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-015,NSS-LAT-SLAV-33-015,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-016,NSS-LAT-SLAV-33-016,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-017,NSS-LAT-SLAV-33-017,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-018,NSS-LAT-SLAV-33-018,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-019,NSS-LAT-SLAV-33-019,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-020,NSS-LAT-SLAV-33-020,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-021,NSS-LAT-SLAV-33-021,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-022,NSS-LAT-SLAV-33-022,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-023,NSS-LAT-SLAV-33-023,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-024,NSS-LAT-SLAV-33-024,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-025,NSS-LAT-SLAV-33-025,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-026,NSS-LAT-SLAV-33-026,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-027,NSS-LAT-SLAV-33-027,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-028,NSS-LAT-SLAV-33-028,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-029,NSS-LAT-SLAV-33-029,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-030,NSS-LAT-SLAV-33-030,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-031,NSS-LAT-SLAV-33-031,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-032,NSS-LAT-SLAV-33-032,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-033,NSS-LAT-SLAV-33-033,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-034,NSS-LAT-SLAV-33-034,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-035,NSS-LAT-SLAV-33-035,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-036,NSS-LAT-SLAV-33-036,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-037,NSS-LAT-SLAV-33-037,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-038,NSS-LAT-SLAV-33-038,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-039,NSS-LAT-SLAV-33-039,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-040,NSS-LAT-SLAV-33-040,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-041,NSS-LAT-SLAV-33-041,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-042,NSS-LAT-SLAV-33-042,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-043,NSS-LAT-SLAV-33-043,ns_similar_part,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-33-044,NSS-LAT-SLAV-33-044,ns_similar_part,3-3,negative,3,True,True,- | - | -
